timestep,mkt_C_el,mkt_C_fuel,mkt_C_el1
1146,19.63,20,19.63
1147,44.97,20,44.97
1148,40.33,20,40.33
1149,39.94,20,39.94
1150,44.94,20,44.94
1151,30.76,20,30.76
1152,56.51,20,56.51
1153,54.9,20,54.9
1154,28.86,20,28.86
1155,45.94,20,45.94
1156,31.38,20,31.38
1157,30.87,20,30.87
1158,32.48,20,32.48
1159,31.75,20,31.75
1160,47.67,20,47.67
1161,56.19,20,56.19
1162,73.68,20,73.68
1163,43.44,20,43.44
1164,39.68,20,39.68
1165,30.09,20,30.09
1166,31.94,20,31.94
1167,32.2,20,32.2
1168,59.98,20,59.98
1169,33.69,20,33.69
1170,29.2,20,29.2
1171,42.03,20,42.03
1172,53.91,20,53.91
1173,45.72,20,45.72
1174,36.98,20,36.98
1175,31.3,20,31.3
1176,34.02,20,34.02
1177,37.32,20,37.32
1178,54.27,20,54.27
1179,70,20,70
1180,27.67,20,27.67
1181,30.61,20,30.61
1182,31.43,20,31.43
1183,47.95,20,47.95
1184,28.51,20,28.51
1185,29.34,20,29.34
1186,50.76,20,50.76
1187,47.44,20,47.44
1188,44.71,20,44.71
1189,38.19,20,38.19
1190,47.45,20,47.45
1191,48.19,20,48.19
1192,49.48,20,49.48
1193,49.37,20,49.37
1194,29.65,20,29.65
1195,53.96,20,53.96
1196,53.93,20,53.93
1197,49.22,20,49.22
1198,47.02,20,47.02
1199,59.54,20,59.54
1200,28.46,20,28.46
1201,30.2,20,30.2
1202,27.69,20,27.69
1203,31.54,20,31.54
1204,27.85,20,27.85
1205,25.17,20,25.17
1206,33.62,20,33.62
1207,27.75,20,27.75
1208,31.98,20,31.98
1209,38.55,20,38.55
1210,44.05,20,44.05
1211,42.46,20,42.46
1212,46.28,20,46.28
1213,31.27,20,31.27
1214,40.98,20,40.98
1215,28.84,20,28.84
1216,32.45,20,32.45
1217,28.87,20,28.87
1218,30.09,20,30.09
1219,48.34,20,48.34
1220,48.28,20,48.28
1221,29.47,20,29.47
1222,46,20,46
1223,32.19,20,32.19
1224,34.51,20,34.51
1225,45.92,20,45.92
1226,26.64,20,26.64
1227,31.68,20,31.68
1228,21.02,20,21.02
1229,40.92,20,40.92
1230,45.92,20,45.92
1231,32.1,20,32.1
1232,39.42,20,39.42
1233,32.63,20,32.63
1234,41.28,20,41.28
1235,33.08,20,33.08
1236,22.15,20,22.15
1237,43.9,20,43.9
1238,19.42,20,19.42
1239,40.91,20,40.91
1240,28.82,20,28.82
1241,42.9,20,42.9
1242,49.44,20,49.44
1243,20.84,20,20.84
1244,32.01,20,32.01
1245,32.16,20,32.16
1246,35.83,20,35.83
1247,20.49,20,20.49
1248,49.96,20,49.96
1249,25.71,20,25.71
1250,28.33,20,28.33
1251,28.17,20,28.17
1252,21.02,20,21.02
1253,28.66,20,28.66
1254,25.38,20,25.38
1255,22.29,20,22.29
1256,50.91,20,50.91
1257,27.27,20,27.27
1258,22.25,20,22.25
1259,23.91,20,23.91
1260,28.14,20,28.14
1261,20.41,20,20.41
1262,39.65,20,39.65
1263,28.12,20,28.12
1264,26.43,20,26.43
1265,28.77,20,28.77
1266,31.33,20,31.33
1267,20.26,20,20.26
1268,18.67,20,18.67
1269,26.77,20,26.77
1270,37.71,20,37.71
1271,49.93,20,49.93
1272,20.46,20,20.46
1273,19.86,20,19.86
1274,19.48,20,19.48
1275,14.68,20,14.68
1276,16.63,20,16.63
1277,35.49,20,35.49
1278,16.77,20,16.77
1279,22.07,20,22.07
1280,17.46,20,17.46
1281,11.7,20,11.7
1282,27.81,20,27.81
1283,15.73,20,15.73
1284,26.11,20,26.11
1285,12.98,20,12.98
1286,21.63,20,21.63
1287,16.28,20,16.28
1288,15.73,20,15.73
1289,30.57,20,30.57
1290,17.1,20,17.1
1291,12.94,20,12.94
1292,26.36,20,26.36
1293,25.71,20,25.71
1294,27.1,20,27.1
1295,11.26,20,11.26
1296,40.06,20,40.06
1297,14.5,20,14.5
1298,27.89,20,27.89
1299,24.08,20,24.08
1300,52.06,20,52.06
1301,13.68,20,13.68
1302,64.95,20,64.95
1303,17.22,20,17.22
1304,46.16,20,46.16
1305,18.12,20,18.12
1306,28.25,20,28.25
1307,28.12,20,28.12
1308,39.95,20,39.95
1309,15.09,20,15.09
1310,42.96,20,42.96
1311,32.97,20,32.97
1312,26.77,20,26.77
1313,28.52,20,28.52
1314,29.89,20,29.89
1315,46.95,20,46.95
1316,27.46,20,27.46
1317,35.66,20,35.66
1318,29.35,20,29.35
1319,14,20,14
1320,28.35,20,28.35
1321,23.87,20,23.87
1322,30.75,20,30.75
1323,29.01,20,29.01
1324,35.63,20,35.63
1325,31.36,20,31.36
1326,21.82,20,21.82
1327,44.92,20,44.92
1328,46.95,20,46.95
1329,29.02,20,29.02
1330,20.29,20,20.29
1331,28.89,20,28.89
1332,33.71,20,33.71
1333,25.94,20,25.94
1334,42.61,20,42.61
1335,30.95,20,30.95
1336,26.22,20,26.22
1337,44.93,20,44.93
1338,28.88,20,28.88
1339,62.52,20,62.52
1340,72.68,20,72.68
1341,29.13,20,29.13
1342,36.97,20,36.97
1343,29.59,20,29.59
1344,22.77,20,22.77
1345,27.16,20,27.16
1346,28.48,20,28.48
1347,72.95,20,72.95
1348,41.03,20,41.03
1349,45.01,20,45.01
1350,36.44,20,36.44
1351,27.86,20,27.86
1352,49.24,20,49.24
1353,45.05,20,45.05
1354,39.22,20,39.22
1355,27.89,20,27.89
1356,49.85,20,49.85
1357,51.3,20,51.3
1358,41.81,20,41.81
1359,27.29,20,27.29
1360,26.91,20,26.91
1361,38.98,20,38.98
1362,43.99,20,43.99
1363,30.86,20,30.86
1364,43.35,20,43.35
1365,71.19,20,71.19
1366,41.94,20,41.94
1367,38.78,20,38.78
1368,45.59,20,45.59
1369,41.54,20,41.54
1370,53.34,20,53.34
1371,48.66,20,48.66
1372,31.08,20,31.08
1373,30.96,20,30.96
1374,48.14,20,48.14
1375,47.1,20,47.1
1376,42.9,20,42.9
1377,40.73,20,40.73
1378,38.98,20,38.98
1379,50.1,20,50.1
1380,29.48,20,29.48
1381,34.93,20,34.93
1382,38.98,20,38.98
1383,64.96,20,64.96
1384,29.61,20,29.61
1385,40.62,20,40.62
1386,32.18,20,32.18
1387,46,20,46
1388,41.94,20,41.94
1389,29.29,20,29.29
1390,51.76,20,51.76
1391,30.28,20,30.28
1392,57.83,20,57.83
1393,28.03,20,28.03
1394,29.94,20,29.94
1395,47.28,20,47.28
1396,47.45,20,47.45
1397,49.45,20,49.45
1398,43.96,20,43.96
1399,29.03,20,29.03
1400,39.75,20,39.75
1401,58.29,20,58.29
1402,39.6,20,39.6
1403,42.98,20,42.98
1404,28.54,20,28.54
1405,45.69,20,45.69
1406,47.3,20,47.3
1407,49.12,20,49.12
1408,30.29,20,30.29
1409,28.65,20,28.65
1410,41.92,20,41.92
1411,29.41,20,29.41
1412,35.99,20,35.99
1413,49.77,20,49.77
1414,42.98,20,42.98
1415,42.31,20,42.31
1416,64.68,20,64.68
1417,32.15,20,32.15
1418,29.33,20,29.33
1419,34.97,20,34.97
1420,30.28,20,30.28
1421,29.39,20,29.39
1422,29.37,20,29.37
1423,41.27,20,41.27
1424,30.42,20,30.42
1425,29.93,20,29.93
1426,33.67,20,33.67
1427,63.21,20,63.21
1428,30.22,20,30.22
1429,33.77,20,33.77
1430,29.35,20,29.35
1431,31.37,20,31.37
1432,47.19,20,47.19
1433,31.83,20,31.83
1434,28.98,20,28.98
1435,30.08,20,30.08
1436,30.41,20,30.41
1437,38.97,20,38.97
1438,29.28,20,29.28
1439,29.87,20,29.87
1440,30.49,20,30.49
1441,30.21,20,30.21
1442,36.04,20,36.04
1443,27.37,20,27.37
1444,28.86,20,28.86
1445,28,20,28
1446,27.13,20,27.13
1447,27.33,20,27.33
1448,27.1,20,27.1
1449,27.45,20,27.45
1450,25.42,20,25.42
1451,27.57,20,27.57
1452,28.5,20,28.5
1453,24.59,20,24.59
1454,42.62,20,42.62
1455,33.96,20,33.96
1456,29.96,20,29.96
1457,29.84,20,29.84
1458,28.22,20,28.22
1459,27.86,20,27.86
1460,27.49,20,27.49
1461,32.21,20,32.21
1462,30.3,20,30.3
1463,23.55,20,23.55
1464,27.04,20,27.04
1465,29.36,20,29.36
1466,45.3,20,45.3
1467,24.03,20,24.03
1468,38.95,20,38.95
1469,29.33,20,29.33
1470,28.51,20,28.51
1471,44.96,20,44.96
1472,26.52,20,26.52
1473,72.91,20,72.91
1474,40.98,20,40.98
1475,42.22,20,42.22
1476,43.47,20,43.47
1477,35.09,20,35.09
1478,41.91,20,41.91
1479,25.11,20,25.11
1480,43.99,20,43.99
1481,30.01,20,30.01
1482,38.95,20,38.95
1483,24.08,20,24.08
1484,27.01,20,27.01
1485,80.69,20,80.69
1486,47.81,20,47.81
1487,28.75,20,28.75
1488,22.14,20,22.14
1489,30.04,20,30.04
1490,51.98,20,51.98
1491,54.77,20,54.77
1492,30.81,20,30.81
1493,30.29,20,30.29
1494,50.68,20,50.68
1495,29.68,20,29.68
1496,45.87,20,45.87
1497,57.9,20,57.9
1498,50,20,50
1499,75.64,20,75.64
1500,57.32,20,57.32
1501,48.59,20,48.59
1502,46.51,20,46.51
1503,30.9,20,30.9
1504,53.9,20,53.9
1505,51.02,20,51.02
1506,49.01,20,49.01
1507,28.99,20,28.99
1508,45.92,20,45.92
1509,79.38,20,79.38
1510,45.59,20,45.59
1511,29.15,20,29.15
1512,50,20,50
1513,67.76,20,67.76
1514,30.77,20,30.77
1515,34.01,20,34.01
1516,46.54,20,46.54
1517,46.32,20,46.32
1518,36.93,20,36.93
1519,62.16,20,62.16
1520,30.16,20,30.16
1521,49.04,20,49.04
1522,47.32,20,47.32
1523,53.28,20,53.28
1524,38.08,20,38.08
1525,58.03,20,58.03
1526,31,20,31
1527,42.44,20,42.44
1528,30.98,20,30.98
1529,68.37,20,68.37
1530,38.02,20,38.02
1531,35.02,20,35.02
1532,41.84,20,41.84
1533,40.21,20,40.21
1534,29.43,20,29.43
1535,29.81,20,29.81
1536,36.95,20,36.95
1537,29.9,20,29.9
1538,41.36,20,41.36
1539,38.48,20,38.48
1540,53.9,20,53.9
1541,55.33,20,55.33
1542,61.59,20,61.59
1543,30.39,20,30.39
1544,27.78,20,27.78
1545,29.35,20,29.35
1546,28.81,20,28.81
1547,30.35,20,30.35
1548,30.32,20,30.32
1549,68.18,20,68.18
1550,32.05,20,32.05
1551,32,20,32
1552,37,20,37
1553,54.95,20,54.95
1554,29.09,20,29.09
1555,30.04,20,30.04
1556,56.97,20,56.97
1557,45,20,45
1558,42.85,20,42.85
1559,30.27,20,30.27
1560,42.17,20,42.17
1561,31.56,20,31.56
1562,48.26,20,48.26
1563,40.9,20,40.9
1564,41.92,20,41.92
1565,26.99,20,26.99
1566,27.03,20,27.03
1567,26.5,20,26.5
1568,30.6,20,30.6
1569,28.17,20,28.17
1570,30.84,20,30.84
1571,30.08,20,30.08
1572,49.26,20,49.26
1573,26.99,20,26.99
1574,29.1,20,29.1
1575,30.01,20,30.01
1576,26.82,20,26.82
1577,30.88,20,30.88
1578,39.36,20,39.36
1579,47.09,20,47.09
1580,31.94,20,31.94
1581,28.17,20,28.17
1582,28.9,20,28.9
1583,30.02,20,30.02
1584,40.98,20,40.98
1585,27.69,20,27.69
1586,29.08,20,29.08
1587,30.03,20,30.03
1588,24.42,20,24.42
1589,25.14,20,25.14
1590,15.91,20,15.91
1591,24.55,20,24.55
1592,27.31,20,27.31
1593,18.65,20,18.65
1594,42.77,20,42.77
1595,44.12,20,44.12
1596,24.96,20,24.96
1597,26.02,20,26.02
1598,25.82,20,25.82
1599,25.71,20,25.71
1600,26.17,20,26.17
1601,31.63,20,31.63
1602,29.6,20,29.6
1603,35.75,20,35.75
1604,20.02,20,20.02
1605,21.92,20,21.92
1606,31.96,20,31.96
1607,31.51,20,31.51
1608,26.92,20,26.92
1609,11.4,20,11.4
1610,26.92,20,26.92
1611,11.54,20,11.54
1612,11.4,20,11.4
1613,12.1,20,12.1
1614,11.49,20,11.49
1615,12.01,20,12.01
1616,30.13,20,30.13
1617,10.35,20,10.35
1618,13.75,20,13.75
1619,6.2,20,6.2
1620,11.4,20,11.4
1621,30.09,20,30.09
1622,15.67,20,15.67
1623,10.29,20,10.29
1624,41.73,20,41.73
1625,12.11,20,12.11
1626,19.35,20,19.35
1627,12.05,20,12.05
1628,43,20,43
1629,11.55,20,11.55
1630,34.86,20,34.86
1631,28.07,20,28.07
1632,12.26,20,12.26
1633,46.32,20,46.32
1634,30.19,20,30.19
1635,38.68,20,38.68
1636,22.62,20,22.62
1637,35.17,20,35.17
1638,28.11,20,28.11
1639,22.11,20,22.11
1640,48.28,20,48.28
1641,22.73,20,22.73
1642,25.57,20,25.57
1643,28.21,20,28.21
1644,30.82,20,30.82
1645,39.56,20,39.56
1646,27.99,20,27.99
1647,75.46,20,75.46
1648,24.26,20,24.26
1649,30,20,30
1650,29.73,20,29.73
1651,28.07,20,28.07
1652,30.13,20,30.13
1653,56.07,20,56.07
1654,42.01,20,42.01
1655,43.5,20,43.5
1656,22.76,20,22.76
1657,44.58,20,44.58
1658,28.93,20,28.93
1659,24.27,20,24.27
1660,28.59,20,28.59
1661,38.09,20,38.09
1662,25.83,20,25.83
1663,47.98,20,47.98
1664,39.12,20,39.12
1665,42.56,20,42.56
1666,42.55,20,42.55
1667,32.47,20,32.47
1668,26.5,20,26.5
1669,30.91,20,30.91
1670,28.53,20,28.53
1671,30.01,20,30.01
1672,31.32,20,31.32
1673,54.1,20,54.1
1674,35.08,20,35.08
1675,34.04,20,34.04
1676,25.9,20,25.9
1677,25.03,20,25.03
1678,28.72,20,28.72
1679,28.18,20,28.18
1680,24.63,20,24.63
1681,44.54,20,44.54
1682,28.87,20,28.87
1683,35.8,20,35.8
1684,56.21,20,56.21
1685,31.23,20,31.23
1686,28.78,20,28.78
1687,38.28,20,38.28
1688,29.77,20,29.77
1689,30.93,20,30.93
1690,26.65,20,26.65
1691,25.15,20,25.15
1692,28.42,20,28.42
1693,29.25,20,29.25
1694,38.94,20,38.94
1695,28.94,20,28.94
1696,30.79,20,30.79
1697,43.73,20,43.73
1698,48.43,20,48.43
1699,75.98,20,75.98
1700,35.83,20,35.83
1701,25.69,20,25.69
1702,28.04,20,28.04
1703,42.01,20,42.01
1704,28.09,20,28.09
1705,31.43,20,31.43
1706,46.41,20,46.41
1707,28.78,20,28.78
1708,42.87,20,42.87
1709,35.54,20,35.54
1710,34.97,20,34.97
1711,30.11,20,30.11
1712,28.84,20,28.84
1713,31.35,20,31.35
1714,30.65,20,30.65
1715,52.76,20,52.76
1716,48.91,20,48.91
1717,43.03,20,43.03
1718,37.84,20,37.84
1719,29.7,20,29.7
1720,30.95,20,30.95
1721,43.63,20,43.63
1722,29.96,20,29.96
1723,30,20,30
1724,53.46,20,53.46
1725,75.55,20,75.55
1726,48.69,20,48.69
1727,28.42,20,28.42
1728,30.14,20,30.14
1729,41.99,20,41.99
1730,32.89,20,32.89
1731,30.99,20,30.99
1732,29.65,20,29.65
1733,33.95,20,33.95
1734,47.93,20,47.93
1735,32.01,20,32.01
1736,29.53,20,29.53
1737,45.07,20,45.07
1738,30.91,20,30.91
1739,29.66,20,29.66
1740,34.96,20,34.96
1741,27.87,20,27.87
1742,18.17,20,18.17
1743,42.04,20,42.04
1744,27.23,20,27.23
1745,30.93,20,30.93
1746,28.05,20,28.05
1747,53.95,20,53.95
1748,29.57,20,29.57
1749,49.94,20,49.94
1750,43.08,20,43.08
1751,30.47,20,30.47
1752,37.91,20,37.91
1753,14.06,20,14.06
1754,11.26,20,11.26
1755,12.23,20,12.23
1756,4.65,20,4.65
1757,34.09,20,34.09
1758,10.96,20,10.96
1759,13.16,20,13.16
1760,9,20,9
1761,14.01,20,14.01
1762,29.6,20,29.6
1763,18.81,20,18.81
1764,9.16,20,9.16
1765,11,20,11
1766,10.82,20,10.82
1767,9.01,20,9.01
1768,11.12,20,11.12
1769,25.54,20,25.54
1770,6.99,20,6.99
1771,23.29,20,23.29
1772,20.07,20,20.07
1773,7.77,20,7.77
1774,3.95,20,3.95
1775,17.58,20,17.58
1776,9.08,20,9.08
1777,26.49,20,26.49
1778,-25.06,20,-25.06
1779,19.35,20,19.35
1780,-6.25,20,-6.25
1781,0.05,20,0.05
1782,10.77,20,10.77
1783,9.43,20,9.43
1784,25,20,25
1785,9.06,20,9.06
1786,-0.02,20,-0.02
1787,22.78,20,22.78
1788,-25,20,-25
1789,10.75,20,10.75
1790,0.07,20,0.07
1791,19.26,20,19.26
1792,12.34,20,12.34
1793,-60.26,20,-60.26
1794,-25.08,20,-25.08
1795,-50.12,20,-50.12
1796,-25.08,20,-25.08
1797,-50.65,20,-50.65
1798,13.02,20,13.02
1799,0.06,20,0.06
1800,-9.97,20,-9.97
1801,44.99,20,44.99
1802,25.88,20,25.88
1803,31.42,20,31.42
1804,37,20,37
1805,-10.01,20,-10.01
1806,38.08,20,38.08
1807,69.94,20,69.94
1808,30.95,20,30.95
1809,-12.87,20,-12.87
1810,32.93,20,32.93
1811,0.07,20,0.07
1812,30.95,20,30.95
1813,25.36,20,25.36
1814,30.68,20,30.68
1815,8.09,20,8.09
1816,13.08,20,13.08
1817,37.9,20,37.9
1818,32.9,20,32.9
1819,-0.04,20,-0.04
1820,37.95,20,37.95
1821,32.97,20,32.97
1822,47.01,20,47.01
1823,28.03,20,28.03
1824,28.03,20,28.03
1825,39.4,20,39.4
1826,48.09,20,48.09
1827,28.06,20,28.06
1828,26.2,20,26.2
1829,27.56,20,27.56
1830,46.28,20,46.28
1831,36.98,20,36.98
1832,33.51,20,33.51
1833,45.48,20,45.48
1834,34.3,20,34.3
1835,36.26,20,36.26
1836,24.07,20,24.07
1837,46.8,20,46.8
1838,28.44,20,28.44
1839,24.37,20,24.37
1840,14.54,20,14.54
1841,24.89,20,24.89
1842,31.9,20,31.9
1843,27.41,20,27.41
1844,26,20,26
1845,40.44,20,40.44
1846,29.45,20,29.45
1847,24.81,20,24.81
1848,32.6,20,32.6
1849,26.74,20,26.74
1850,17.82,20,17.82
1851,15.62,20,15.62
1852,38.94,20,38.94
1853,21.99,20,21.99
1854,28.17,20,28.17
1855,32.97,20,32.97
1856,23.9,20,23.9
1857,11.97,20,11.97
1858,19.66,20,19.66
1859,16.14,20,16.14
1860,14.03,20,14.03
1861,39.85,20,39.85
1862,37.25,20,37.25
1863,30.98,20,30.98
1864,16.82,20,16.82
1865,50.03,20,50.03
1866,17.87,20,17.87
1867,30.94,20,30.94
1868,23.21,20,23.21
1869,26.02,20,26.02
1870,27.79,20,27.79
1871,11.37,20,11.37
1872,20.06,20,20.06
1873,37.54,20,37.54
1874,24.57,20,24.57
1875,26.84,20,26.84
1876,24.35,20,24.35
1877,36.94,20,36.94
1878,7.91,20,7.91
1879,38.09,20,38.09
1880,24.44,20,24.44
1881,26.52,20,26.52
1882,24.91,20,24.91
1883,35.08,20,35.08
1884,18.44,20,18.44
1885,29.01,20,29.01
1886,12.54,20,12.54
1887,18.05,20,18.05
1888,12.6,20,12.6
1889,30.94,20,30.94
1890,31.96,20,31.96
1891,46.15,20,46.15
1892,32,20,32
1893,11.06,20,11.06
1894,24.93,20,24.93
1895,43.32,20,43.32
1896,15.6,20,15.6
1897,33.81,20,33.81
1898,10.65,20,10.65
1899,36.5,20,36.5
1900,30.97,20,30.97
1901,29.71,20,29.71
1902,24.74,20,24.74
1903,35.23,20,35.23
1904,47.39,20,47.39
1905,23.8,20,23.8
1906,42.43,20,42.43
1907,4.92,20,4.92
1908,23.33,20,23.33
1909,28.85,20,28.85
1910,24.65,20,24.65
1911,43.08,20,43.08
1912,10.47,20,10.47
1913,55,20,55
1914,29.01,20,29.01
1915,18.63,20,18.63
1916,9.64,20,9.64
1917,43.08,20,43.08
1918,10.25,20,10.25
1919,24.02,20,24.02
1920,23.61,20,23.61
1921,32.33,20,32.33
1922,32.37,20,32.37
1923,26.45,20,26.45
1924,31.39,20,31.39
1925,22.5,20,22.5
1926,45.01,20,45.01
1927,33.94,20,33.94
1928,31.22,20,31.22
1929,36.93,20,36.93
1930,28.54,20,28.54
1931,31.7,20,31.7
1932,29.83,20,29.83
1933,23.98,20,23.98
1934,22.76,20,22.76
1935,24.31,20,24.31
1936,24.69,20,24.69
1937,27.84,20,27.84
1938,38.04,20,38.04
1939,32.48,20,32.48
1940,30.99,20,30.99
1941,27.99,20,27.99
1942,22.82,20,22.82
1943,27.59,20,27.59
1944,24.08,20,24.08
1945,20.59,20,20.59
1946,39.27,20,39.27
1947,33.96,20,33.96
1948,20.21,20,20.21
1949,26.9,20,26.9
1950,22.91,20,22.91
1951,21.45,20,21.45
1952,29.26,20,29.26
1953,24.42,20,24.42
1954,40.51,20,40.51
1955,20.14,20,20.14
1956,24.04,20,24.04
1957,17.05,20,17.05
1958,16.07,20,16.07
1959,30.58,20,30.58
1960,37.1,20,37.1
1961,20.54,20,20.54
1962,23.83,20,23.83
1963,21.36,20,21.36
1964,24.83,20,24.83
1965,42.06,20,42.06
1966,23.31,20,23.31
1967,32.08,20,32.08
1968,23.46,20,23.46
1969,70.21,20,70.21
1970,34.69,20,34.69
1971,28.61,20,28.61
1972,35.35,20,35.35
1973,35.54,20,35.54
1974,47.23,20,47.23
1975,27.8,20,27.8
1976,27.45,20,27.45
1977,42.36,20,42.36
1978,29.52,20,29.52
1979,36.98,20,36.98
1980,36.98,20,36.98
1981,40,20,40
1982,44.19,20,44.19
1983,40.9,20,40.9
1984,39.91,20,39.91
1985,41.12,20,41.12
1986,41.05,20,41.05
1987,28.01,20,28.01
1988,40.91,20,40.91
1989,36.96,20,36.96
1990,25.3,20,25.3
1991,25.08,20,25.08
1992,39.92,20,39.92
1993,49.08,20,49.08
1994,31.81,20,31.81
1995,47.71,20,47.71
1996,44.07,20,44.07
1997,40.7,20,40.7
1998,40.1,20,40.1
1999,45,20,45
2000,30.99,20,30.99
2001,35.55,20,35.55
2002,33.95,20,33.95
2003,29.79,20,29.79
2004,30.96,20,30.96
2005,31,20,31
2006,35.52,20,35.52
2007,29.53,20,29.53
2008,29.76,20,29.76
2009,37,20,37
2010,29.38,20,29.38
2011,42.44,20,42.44
2012,80.06,20,80.06
2013,43.42,20,43.42
2014,48.12,20,48.12
2015,28.22,20,28.22
2016,31.98,20,31.98
2017,28.51,20,28.51
2018,29.6,20,29.6
2019,29.42,20,29.42
2020,29.18,20,29.18
2021,31.92,20,31.92
2022,31.95,20,31.95
2023,29.46,20,29.46
2024,48.68,20,48.68
2025,30.92,20,30.92
2026,30.26,20,30.26
2027,27.04,20,27.04
2028,29.48,20,29.48
2029,41.06,20,41.06
2030,29.16,20,29.16
2031,29.11,20,29.11
2032,44.49,20,44.49
2033,30.49,20,30.49
2034,39.27,20,39.27
2035,28.81,20,28.81
2036,29.04,20,29.04
2037,42.24,20,42.24
2038,48.93,20,48.93
2039,73.04,20,73.04
2040,48.42,20,48.42
2041,31.84,20,31.84
2042,27.43,20,27.43
2043,40.99,20,40.99
2044,29.31,20,29.31
2045,45.96,20,45.96
2046,27.8,20,27.8
2047,35.56,20,35.56
2048,28.94,20,28.94
2049,26.93,20,26.93
2050,30.98,20,30.98
2051,26.15,20,26.15
2052,25.61,20,25.61
2053,47.04,20,47.04
2054,26.15,20,26.15
2055,26.23,20,26.23
2056,30.19,20,30.19
2057,81.51,20,81.51
2058,25,20,25
2059,27.14,20,27.14
2060,40,20,40
2061,28.43,20,28.43
2062,26.01,20,26.01
2063,34.94,20,34.94
2064,25.74,20,25.74
2065,32.67,20,32.67
2066,41.74,20,41.74
2067,39.33,20,39.33
2068,44.29,20,44.29
2069,34.44,20,34.44
2070,42.44,20,42.44
2071,26.26,20,26.26
2072,38.58,20,38.58
2073,29.76,20,29.76
2074,45,20,45
2075,29.79,20,29.79
2076,27.37,20,27.37
2077,28.05,20,28.05
2078,29.72,20,29.72
2079,28.96,20,28.96
2080,28.91,20,28.91
2081,46.48,20,46.48
2082,27.17,20,27.17
2083,28.07,20,28.07
2084,41.08,20,41.08
2085,29.73,20,29.73
2086,31.8,20,31.8
2087,28.46,20,28.46
2088,70,20,70
2089,25.2,20,25.2
2090,28.02,20,28.02
2091,26.97,20,26.97
2092,31.27,20,31.27
2093,22.08,20,22.08
2094,44.59,20,44.59
2095,26.63,20,26.63
2096,27.15,20,27.15
2097,30.97,20,30.97
2098,28.53,20,28.53
2099,28.07,20,28.07
2100,28.81,20,28.81
2101,27.67,20,27.67
2102,41.1,20,41.1
2103,28.89,20,28.89
2104,27.81,20,27.81
2105,33.45,20,33.45
2106,24.26,20,24.26
2107,26.58,20,26.58
2108,28.03,20,28.03
2109,26.92,20,26.92
2110,24.45,20,24.45
2111,37.42,20,37.42
2112,28.82,20,28.82
2113,26.92,20,26.92
2114,28.01,20,28.01
2115,12.11,20,12.11
2116,17,20,17
2117,11.16,20,11.16
2118,24.2,20,24.2
2119,24.2,20,24.2
2120,26.74,20,26.74
2121,38.09,20,38.09
2122,23.85,20,23.85
2123,35.73,20,35.73
2124,12.99,20,12.99
2125,38.42,20,38.42
2126,11.2,20,11.2
2127,30.52,20,30.52
2128,26.7,20,26.7
2129,34.67,20,34.67
2130,22.47,20,22.47
2131,24.45,20,24.45
2132,21.98,20,21.98
2133,31.75,20,31.75
2134,25.99,20,25.99
2135,25.78,20,25.78
2136,27.54,20,27.54
2137,28.09,20,28.09
2138,28.42,20,28.42
2139,40.47,20,40.47
2140,40.69,20,40.69
2141,30.91,20,30.91
2142,49.36,20,49.36
2143,48.47,20,48.47
2144,26.55,20,26.55
2145,28.14,20,28.14
2146,27.56,20,27.56
2147,45.01,20,45.01
2148,26.33,20,26.33
2149,54.61,20,54.61
2150,28.56,20,28.56
2151,31.95,20,31.95
2152,30.71,20,30.71
2153,32.93,20,32.93
2154,55.47,20,55.47
2155,40.74,20,40.74
2156,28.21,20,28.21
2157,28.81,20,28.81
2158,28.8,20,28.8
2159,56.01,20,56.01
2160,40.69,20,40.69
2161,36.66,20,36.66
2162,45,20,45
2163,46.64,20,46.64
2164,45.35,20,45.35
2165,40.97,20,40.97
2166,50.12,20,50.12
2167,33.21,20,33.21
2168,47.29,20,47.29
2169,36.01,20,36.01
2170,28.8,20,28.8
2171,40.76,20,40.76
2172,35.64,20,35.64
2173,28.02,20,28.02
2174,28.13,20,28.13
2175,37.77,20,37.77
2176,31.71,20,31.71
2177,27.89,20,27.89
2178,62.19,20,62.19
2179,44.98,20,44.98
2180,29.9,20,29.9
2181,32.44,20,32.44
2182,57.44,20,57.44
2183,57.89,20,57.89
2184,35.27,20,35.27
2185,30.09,20,30.09
2186,31.86,20,31.86
2187,39.92,20,39.92
2188,29.49,20,29.49
2189,28.45,20,28.45
2190,32.83,20,32.83
2191,49.22,20,49.22
2192,44.94,20,44.94
2193,46.9,20,46.9
2194,27.09,20,27.09
2195,28.47,20,28.47
2196,41.07,20,41.07
2197,58.31,20,58.31
2198,32.61,20,32.61
2199,45.9,20,45.9
2200,30.96,20,30.96
2201,52.92,20,52.92
2202,26.28,20,26.28
2203,37.45,20,37.45
2204,31.05,20,31.05
2205,38.42,20,38.42
2206,54.35,20,54.35
2207,62.17,20,62.17
2208,26.93,20,26.93
2209,38.51,20,38.51
2210,30.45,20,30.45
2211,28.12,20,28.12
2212,36.85,20,36.85
2213,33.07,20,33.07
2214,32.69,20,32.69
2215,38.64,20,38.64
2216,46.99,20,46.99
2217,29.55,20,29.55
2218,35.98,20,35.98
2219,41.44,20,41.44
2220,27.97,20,27.97
2221,28.3,20,28.3
2222,32.93,20,32.93
2223,41.79,20,41.79
2224,30.05,20,30.05
2225,30.63,20,30.63
2226,52.09,20,52.09
2227,42.26,20,42.26
