timestep,mkt_C_el,mkt_C_fuel,mkt_C_el1
3307,23.47,20,23.47
3308,34.36,20,34.36
3309,20.01,20,20.01
3310,22,20,22
3311,22.67,20,22.67
3312,23.07,20,23.07
3313,46.5,20,46.5
3314,29.1,20,29.1
3315,53.11,20,53.11
3316,44,20,44
3317,33.29,20,33.29
3318,39.98,20,39.98
3319,26.97,20,26.97
3320,41.18,20,41.18
3321,49.47,20,49.47
3322,50.39,20,50.39
3323,37.44,20,37.44
3324,27.62,20,27.62
3325,28.12,20,28.12
3326,38.44,20,38.44
3327,42.43,20,42.43
3328,29.43,20,29.43
3329,46.96,20,46.96
3330,53.46,20,53.46
3331,37.92,20,37.92
3332,26.97,20,26.97
3333,47.44,20,47.44
3334,49.95,20,49.95
3335,47.2,20,47.2
3336,39.45,20,39.45
3337,53.11,20,53.11
3338,35.94,20,35.94
3339,36.08,20,36.08
3340,41.96,20,41.96
3341,48,20,48
3342,42.77,20,42.77
3343,41.9,20,41.9
3344,29.62,20,29.62
3345,48,20,48
3346,53.94,20,53.94
3347,39.11,20,39.11
3348,31.59,20,31.59
3349,42.7,20,42.7
3350,37.99,20,37.99
3351,41.22,20,41.22
3352,38.06,20,38.06
3353,31.5,20,31.5
3354,30.59,20,30.59
3355,52.39,20,52.39
3356,29.42,20,29.42
3357,46.04,20,46.04
3358,29.02,20,29.02
3359,36.97,20,36.97
3360,46.82,20,46.82
3361,48.83,20,48.83
3362,34.98,20,34.98
3363,37.97,20,37.97
3364,29.01,20,29.01
3365,36.02,20,36.02
3366,29.03,20,29.03
3367,37.39,20,37.39
3368,39.73,20,39.73
3369,43.46,20,43.46
3370,52.99,20,52.99
3371,47.27,20,47.27
3372,30.01,20,30.01
3373,41.19,20,41.19
3374,44,20,44
3375,29.76,20,29.76
3376,42.44,20,42.44
3377,31.95,20,31.95
3378,43.12,20,43.12
3379,38.69,20,38.69
3380,52.91,20,52.91
3381,33.95,20,33.95
3382,33.95,20,33.95
3383,34.34,20,34.34
3384,32.42,20,32.42
3385,35.75,20,35.75
3386,33.25,20,33.25
3387,24,20,24
3388,43.84,20,43.84
3389,44.7,20,44.7
3390,36.55,20,36.55
3391,35.98,20,35.98
3392,38.58,20,38.58
3393,39.66,20,39.66
3394,20.41,20,20.41
3395,29.25,20,29.25
3396,43.82,20,43.82
3397,31.15,20,31.15
3398,40.95,20,40.95
3399,34,20,34
3400,28.25,20,28.25
3401,22.91,20,22.91
3402,43.93,20,43.93
3403,33.85,20,33.85
3404,45.17,20,45.17
3405,31.15,20,31.15
3406,32.08,20,32.08
3407,15.13,20,15.13
3408,18.41,20,18.41
3409,45.23,20,45.23
3410,43.98,20,43.98
3411,37.54,20,37.54
3412,37.38,20,37.38
3413,25.13,20,25.13
3414,51.06,20,51.06
3415,52.97,20,52.97
3416,30.05,20,30.05
3417,27.13,20,27.13
3418,40.49,20,40.49
3419,29.01,20,29.01
3420,47.98,20,47.98
3421,42,20,42
3422,42.58,20,42.58
3423,52.41,20,52.41
3424,57.04,20,57.04
3425,49.95,20,49.95
3426,40.53,20,40.53
3427,37.7,20,37.7
3428,29.05,20,29.05
3429,34.09,20,34.09
3430,27.16,20,27.16
3431,34.04,20,34.04
3432,41.92,20,41.92
3433,30.1,20,30.1
3434,29.81,20,29.81
3435,30.02,20,30.02
3436,33.41,20,33.41
3437,29.11,20,29.11
3438,31.74,20,31.74
3439,26.64,20,26.64
3440,27.47,20,27.47
3441,29.96,20,29.96
3442,32.02,20,32.02
3443,30,20,30
3444,30.9,20,30.9
3445,25.68,20,25.68
3446,27.24,20,27.24
3447,27.83,20,27.83
3448,24.1,20,24.1
3449,33.65,20,33.65
3450,32.15,20,32.15
3451,27.98,20,27.98
3452,30.33,20,30.33
3453,27.93,20,27.93
3454,29,20,29
3455,24.43,20,24.43
3456,32.78,20,32.78
3457,35.24,20,35.24
3458,22.04,20,22.04
3459,21.96,20,21.96
3460,28,20,28
3461,33.99,20,33.99
3462,21.06,20,21.06
3463,19.3,20,19.3
3464,15.99,20,15.99
3465,30.01,20,30.01
3466,20.34,20,20.34
3467,20.3,20,20.3
3468,35.92,20,35.92
3469,16.18,20,16.18
3470,15.79,20,15.79
3471,16.91,20,16.91
3472,13.88,20,13.88
3473,35.23,20,35.23
3474,15.45,20,15.45
3475,16.23,20,16.23
3476,21.76,20,21.76
3477,23.45,20,23.45
3478,17.1,20,17.1
3479,13.43,20,13.43
3480,30.02,20,30.02
3481,39.28,20,39.28
3482,26.52,20,26.52
3483,42.44,20,42.44
3484,40.09,20,40.09
3485,46.58,20,46.58
3486,39.91,20,39.91
3487,23.95,20,23.95
3488,34.55,20,34.55
3489,44.99,20,44.99
3490,40.74,20,40.74
3491,42.2,20,42.2
3492,37.98,20,37.98
3493,27.66,20,27.66
3494,19.87,20,19.87
3495,42.29,20,42.29
3496,24.79,20,24.79
3497,31.57,20,31.57
3498,40.93,20,40.93
3499,42.95,20,42.95
3500,41.94,20,41.94
3501,37.96,20,37.96
3502,42.95,20,42.95
3503,37.12,20,37.12
3504,19.63,20,19.63
3505,44.71,20,44.71
3506,28.5,20,28.5
3507,33.63,20,33.63
3508,28.13,20,28.13
3509,36.32,20,36.32
3510,26.04,20,26.04
3511,44,20,44
3512,38.48,20,38.48
3513,32.69,20,32.69
3514,37.99,20,37.99
3515,40.96,20,40.96
3516,49.93,20,49.93
3517,48.25,20,48.25
3518,33.94,20,33.94
3519,27.86,20,27.86
3520,42.98,20,42.98
3521,25.68,20,25.68
3522,47.44,20,47.44
3523,40.94,20,40.94
3524,29.01,20,29.01
3525,50.01,20,50.01
3526,30.03,20,30.03
3527,37.31,20,37.31
3528,43.97,20,43.97
3529,22.35,20,22.35
3530,26.26,20,26.26
3531,27.25,20,27.25
3532,35.16,20,35.16
3533,42.41,20,42.41
3534,38.13,20,38.13
3535,43.25,20,43.25
3536,44.91,20,44.91
3537,44.49,20,44.49
3538,46.26,20,46.26
3539,44.1,20,44.1
3540,45.17,20,45.17
3541,37.15,20,37.15
3542,22.36,20,22.36
3543,41.96,20,41.96
3544,39.59,20,39.59
3545,39.93,20,39.93
3546,39.97,20,39.97
3547,37.94,20,37.94
3548,43.04,20,43.04
3549,24.06,20,24.06
3550,33.46,20,33.46
3551,26.66,20,26.66
3552,41.2,20,41.2
3553,27.98,20,27.98
3554,31.33,20,31.33
3555,26.9,20,26.9
3556,28.12,20,28.12
3557,32.75,20,32.75
3558,23.92,20,23.92
3559,26.81,20,26.81
3560,30.06,20,30.06
3561,29.01,20,29.01
3562,33.51,20,33.51
3563,28.17,20,28.17
3564,30.06,20,30.06
3565,25.2,20,25.2
3566,35.65,20,35.65
3567,24.99,20,24.99
3568,25,20,25
3569,29.4,20,29.4
3570,28.89,20,28.89
3571,29.24,20,29.24
3572,29.1,20,29.1
3573,28.17,20,28.17
3574,28.61,20,28.61
3575,29.43,20,29.43
3576,35.98,20,35.98
3577,37.11,20,37.11
3578,41.43,20,41.43
3579,28.94,20,28.94
3580,34.69,20,34.69
3581,45.84,20,45.84
3582,45.24,20,45.24
3583,39.98,20,39.98
3584,42.76,20,42.76
3585,33.95,20,33.95
3586,42.79,20,42.79
3587,27.84,20,27.84
3588,30.07,20,30.07
3589,28.14,20,28.14
3590,29.38,20,29.38
3591,42.32,20,42.32
3592,38.73,20,38.73
3593,34.91,20,34.91
3594,32.37,20,32.37
3595,40.95,20,40.95
3596,28.18,20,28.18
3597,35.63,20,35.63
3598,42.42,20,42.42
3599,39.99,20,39.99
3600,34.55,20,34.55
3601,24.49,20,24.49
3602,20.37,20,20.37
3603,17.31,20,17.31
3604,22.6,20,22.6
3605,29.65,20,29.65
3606,20.96,20,20.96
3607,24.92,20,24.92
3608,28.89,20,28.89
3609,28.5,20,28.5
3610,23.6,20,23.6
3611,17.26,20,17.26
3612,30.91,20,30.91
3613,20.35,20,20.35
3614,15.56,20,15.56
3615,25.23,20,25.23
3616,20.35,20,20.35
3617,20.04,20,20.04
3618,23.56,20,23.56
3619,15.81,20,15.81
3620,29.14,20,29.14
3621,19.63,20,19.63
3622,25.27,20,25.27
3623,20.09,20,20.09
3624,29.68,20,29.68
3625,18.06,20,18.06
3626,31.32,20,31.32
3627,16.67,20,16.67
3628,17.03,20,17.03
3629,16.08,20,16.08
3630,15.38,20,15.38
3631,14.47,20,14.47
3632,16.02,20,16.02
3633,16.88,20,16.88
3634,20.82,20,20.82
3635,16.95,20,16.95
3636,15.17,20,15.17
3637,15.4,20,15.4
3638,34.47,20,34.47
3639,16.64,20,16.64
3640,34.93,20,34.93
3641,34.42,20,34.42
3642,15.04,20,15.04
3643,33.48,20,33.48
3644,28.04,20,28.04
3645,14.65,20,14.65
3646,17.55,20,17.55
3647,16.07,20,16.07
3648,14.01,20,14.01
3649,42.04,20,42.04
3650,39.11,20,39.11
3651,38.33,20,38.33
3652,40.95,20,40.95
3653,42.24,20,42.24
3654,37.1,20,37.1
3655,38.87,20,38.87
3656,41.01,20,41.01
3657,29.08,20,29.08
3658,35.57,20,35.57
3659,42.89,20,42.89
3660,28.37,20,28.37
3661,28.27,20,28.27
3662,43.01,20,43.01
3663,39.9,20,39.9
3664,37.77,20,37.77
3665,29.53,20,29.53
3666,42.89,20,42.89
3667,27.84,20,27.84
3668,35.25,20,35.25
3669,27.96,20,27.96
3670,40.76,20,40.76
3671,38.18,20,38.18
3672,41.91,20,41.91
3673,48.97,20,48.97
3674,29.09,20,29.09
3675,37.5,20,37.5
3676,51.25,20,51.25
3677,44.37,20,44.37
3678,47.86,20,47.86
3679,30.11,20,30.11
3680,29.44,20,29.44
3681,53.15,20,53.15
3682,44.99,20,44.99
3683,40.94,20,40.94
3684,45.61,20,45.61
3685,48.29,20,48.29
3686,44.48,20,44.48
3687,47.02,20,47.02
3688,30.65,20,30.65
3689,47.69,20,47.69
3690,50.94,20,50.94
3691,44.57,20,44.57
3692,47.61,20,47.61
3693,28.78,20,28.78
3694,45.84,20,45.84
3695,48.47,20,48.47
3696,32.46,20,32.46
3697,44.34,20,44.34
3698,41.91,20,41.91
3699,42.49,20,42.49
3700,43.43,20,43.43
3701,37.66,20,37.66
3702,43.54,20,43.54
3703,41.97,20,41.97
3704,37.51,20,37.51
3705,47.44,20,47.44
3706,29.8,20,29.8
3707,41.97,20,41.97
3708,30.09,20,30.09
3709,39.67,20,39.67
3710,42.23,20,42.23
3711,28.69,20,28.69
3712,31.57,20,31.57
3713,50.44,20,50.44
3714,29.74,20,29.74
3715,30.05,20,30.05
3716,42.92,20,42.92
3717,42.8,20,42.8
3718,44.93,20,44.93
3719,28.78,20,28.78
3720,37.24,20,37.24
3721,37.37,20,37.37
3722,23.68,20,23.68
3723,40,20,40
3724,25.03,20,25.03
3725,34.95,20,34.95
3726,30.09,20,30.09
3727,30.97,20,30.97
3728,36.81,20,36.81
3729,37.67,20,37.67
3730,31.42,20,31.42
3731,36.83,20,36.83
3732,28,20,28
3733,28.95,20,28.95
3734,31.31,20,31.31
3735,32.83,20,32.83
3736,29.8,20,29.8
3737,25.95,20,25.95
3738,40.32,20,40.32
3739,29.82,20,29.82
3740,29.83,20,29.83
3741,24.07,20,24.07
3742,34.98,20,34.98
3743,37.42,20,37.42
3744,37.2,20,37.2
3745,27.05,20,27.05
3746,28.86,20,28.86
3747,29.62,20,29.62
3748,29.32,20,29.32
3749,26.08,20,26.08
3750,34.98,20,34.98
3751,25.6,20,25.6
3752,28.4,20,28.4
3753,31.85,20,31.85
3754,28.92,20,28.92
3755,37.68,20,37.68
3756,36.01,20,36.01
3757,35.88,20,35.88
3758,34.09,20,34.09
3759,33.19,20,33.19
3760,33.32,20,33.32
3761,28.82,20,28.82
3762,30.42,20,30.42
3763,25.04,20,25.04
3764,27.43,20,27.43
3765,32.67,20,32.67
3766,35.05,20,35.05
3767,37.98,20,37.98
3768,30.37,20,30.37
3769,27.43,20,27.43
3770,19.35,20,19.35
3771,34.87,20,34.87
3772,28.34,20,28.34
3773,28.32,20,28.32
3774,34.84,20,34.84
3775,26.09,20,26.09
3776,26.06,20,26.06
3777,25.06,20,25.06
3778,33.87,20,33.87
3779,28.38,20,28.38
3780,26.01,20,26.01
3781,30.57,20,30.57
3782,26.05,20,26.05
3783,25.06,20,25.06
3784,24.73,20,24.73
3785,26.07,20,26.07
3786,24.99,20,24.99
3787,38.02,20,38.02
3788,32.69,20,32.69
3789,17.48,20,17.48
3790,24.09,20,24.09
3791,20.01,20,20.01
3792,17.38,20,17.38
3793,17.53,20,17.53
3794,18.03,20,18.03
3795,14.91,20,14.91
3796,28.53,20,28.53
3797,23.47,20,23.47
3798,18.72,20,18.72
3799,34.93,20,34.93
3800,29,20,29
3801,13.7,20,13.7
3802,16.32,20,16.32
3803,30.22,20,30.22
3804,17.1,20,17.1
3805,20.08,20,20.08
3806,17.1,20,17.1
3807,34.85,20,34.85
3808,14.06,20,14.06
3809,17.23,20,17.23
3810,16.55,20,16.55
3811,18.45,20,18.45
3812,33.24,20,33.24
3813,20.12,20,20.12
3814,15,20,15
3815,34.92,20,34.92
3816,18.13,20,18.13
3817,27.13,20,27.13
3818,18.99,20,18.99
3819,18.99,20,18.99
3820,26.93,20,26.93
3821,25.24,20,25.24
3822,22.28,20,22.28
3823,33.04,20,33.04
3824,26.09,20,26.09
3825,20.05,20,20.05
3826,26.46,20,26.46
3827,31.53,20,31.53
3828,22.25,20,22.25
3829,21.15,20,21.15
3830,23.58,20,23.58
3831,24.33,20,24.33
3832,26.06,20,26.06
3833,29.32,20,29.32
3834,34.16,20,34.16
3835,21.21,20,21.21
3836,31.7,20,31.7
3837,25.91,20,25.91
3838,25.07,20,25.07
3839,33.15,20,33.15
3840,28.89,20,28.89
3841,17.83,20,17.83
3842,43.03,20,43.03
3843,41.84,20,41.84
3844,34.97,20,34.97
3845,39.91,20,39.91
3846,17.7,20,17.7
3847,41.27,20,41.27
3848,43.84,20,43.84
3849,37.74,20,37.74
3850,35.04,20,35.04
3851,25.56,20,25.56
3852,36.92,20,36.92
3853,40.12,20,40.12
3854,32.38,20,32.38
3855,41.84,20,41.84
3856,40.9,20,40.9
3857,39.14,20,39.14
3858,39.99,20,39.99
3859,30.01,20,30.01
3860,16.82,20,16.82
3861,17.23,20,17.23
3862,14.88,20,14.88
3863,37.12,20,37.12
3864,36.08,20,36.08
3865,40.96,20,40.96
3866,26.07,20,26.07
3867,34.03,20,34.03
3868,26.55,20,26.55
3869,28.71,20,28.71
3870,49.4,20,49.4
3871,26.01,20,26.01
3872,30.03,20,30.03
3873,49.94,20,49.94
3874,43.77,20,43.77
3875,41.97,20,41.97
3876,41.55,20,41.55
3877,49.54,20,49.54
3878,34.92,20,34.92
3879,41.81,20,41.81
3880,49.51,20,49.51
3881,40.44,20,40.44
3882,26.74,20,26.74
3883,49.88,20,49.88
3884,36.24,20,36.24
3885,39.57,20,39.57
3886,44.98,20,44.98
3887,44.99,20,44.99
3888,39.6,20,39.6
3889,39.21,20,39.21
3890,46.68,20,46.68
3891,39.34,20,39.34
3892,27.39,20,27.39
3893,42.94,20,42.94
3894,46.37,20,46.37
3895,27.33,20,27.33
3896,37.07,20,37.07
3897,40.51,20,40.51
3898,38.35,20,38.35
3899,43.05,20,43.05
3900,44.77,20,44.77
3901,46.12,20,46.12
3902,39.39,20,39.39
3903,41.05,20,41.05
3904,46.58,20,46.58
3905,33.09,20,33.09
3906,33.94,20,33.94
3907,25.43,20,25.43
3908,42,20,42
3909,25.52,20,25.52
3910,30,20,30
3911,44.07,20,44.07
3912,28.82,20,28.82
3913,30.25,20,30.25
3914,30.39,20,30.39
3915,30.7,20,30.7
3916,29.88,20,29.88
3917,29.09,20,29.09
3918,28.91,20,28.91
3919,30.33,20,30.33
3920,26.72,20,26.72
3921,35.09,20,35.09
3922,24.41,20,24.41
3923,32.13,20,32.13
3924,39.1,20,39.1
3925,30.64,20,30.64
3926,24.41,20,24.41
3927,30.62,20,30.62
3928,28.53,20,28.53
3929,33.95,20,33.95
3930,39.55,20,39.55
3931,35.48,20,35.48
3932,28.2,20,28.2
3933,26.15,20,26.15
3934,33.94,20,33.94
3935,28.34,20,28.34
3936,29.06,20,29.06
3937,18.42,20,18.42
3938,20.77,20,20.77
3939,23.68,20,23.68
3940,29.07,20,29.07
3941,20.7,20,20.7
3942,25.02,20,25.02
3943,21.51,20,21.51
3944,28.07,20,28.07
3945,27.14,20,27.14
3946,29.76,20,29.76
3947,19.57,20,19.57
3948,27.84,20,27.84
3949,28.75,20,28.75
3950,19.05,20,19.05
3951,28.05,20,28.05
3952,23.79,20,23.79
3953,16.41,20,16.41
3954,23.9,20,23.9
3955,25.03,20,25.03
3956,29.37,20,29.37
3957,26.63,20,26.63
3958,18.54,20,18.54
3959,29.63,20,29.63
3960,20.53,20,20.53
3961,29.78,20,29.78
3962,13.08,20,13.08
3963,14.28,20,14.28
3964,11.9,20,11.9
3965,31.42,20,31.42
3966,19.18,20,19.18
3967,18.1,20,18.1
3968,24.35,20,24.35
3969,13.48,20,13.48
3970,12.55,20,12.55
3971,16.43,20,16.43
3972,29.08,20,29.08
3973,12.55,20,12.55
3974,17.87,20,17.87
3975,15.06,20,15.06
3976,16.99,20,16.99
3977,20.08,20,20.08
3978,9.31,20,9.31
3979,28.39,20,28.39
3980,10.13,20,10.13
3981,27.58,20,27.58
3982,13.93,20,13.93
3983,25.99,20,25.99
3984,12.56,20,12.56
3985,36.9,20,36.9
3986,35.99,20,35.99
3987,21.49,20,21.49
3988,32.6,20,32.6
3989,27.3,20,27.3
3990,33.93,20,33.93
3991,33.61,20,33.61
3992,35.11,20,35.11
3993,38.04,20,38.04
3994,35.8,20,35.8
3995,24.89,20,24.89
3996,24.76,20,24.76
3997,22.93,20,22.93
3998,31.5,20,31.5
3999,20.9,20,20.9
4000,36.82,20,36.82
4001,41.93,20,41.93
4002,34.53,20,34.53
4003,32.14,20,32.14
4004,30.58,20,30.58
4005,33.96,20,33.96
4006,34.41,20,34.41
4007,36.05,20,36.05
4008,41.17,20,41.17
4009,26.7,20,26.7
4010,40.48,20,40.48
4011,28.03,20,28.03
4012,36.96,20,36.96
4013,26.44,20,26.44
4014,49.99,20,49.99
4015,35.65,20,35.65
4016,39.72,20,39.72
4017,27.9,20,27.9
4018,44.71,20,44.71
4019,50,20,50
4020,41.21,20,41.21
4021,39.84,20,39.84
4022,52.44,20,52.44
4023,41.22,20,41.22
4024,29.09,20,29.09
4025,41.45,20,41.45
4026,51.99,20,51.99
4027,36.31,20,36.31
4028,41.83,20,41.83
4029,37.44,20,37.44
4030,42.98,20,42.98
4031,28.57,20,28.57
4032,38.34,20,38.34
4033,36.06,20,36.06
4034,37.8,20,37.8
4035,37.15,20,37.15
4036,27.72,20,27.72
4037,26.14,20,26.14
4038,27.41,20,27.41
4039,38.01,20,38.01
4040,35.85,20,35.85
4041,41.97,20,41.97
4042,41.97,20,41.97
4043,39.14,20,39.14
4044,32.64,20,32.64
4045,33.49,20,33.49
4046,29.87,20,29.87
4047,40.86,20,40.86
4048,28.22,20,28.22
4049,35.7,20,35.7
4050,42.13,20,42.13
4051,40.31,20,40.31
4052,34.51,20,34.51
4053,28.1,20,28.1
4054,34,20,34
4055,34.92,20,34.92
4056,34.97,20,34.97
4057,27.08,20,27.08
4058,27.04,20,27.04
4059,14.13,20,14.13
4060,30,20,30
4061,29.06,20,29.06
4062,32.05,20,32.05
4063,22.31,20,22.31
4064,12.57,20,12.57
4065,29.91,20,29.91
4066,26.38,20,26.38
4067,24.12,20,24.12
4068,29.04,20,29.04
4069,23.99,20,23.99
4070,24.28,20,24.28
4071,34.02,20,34.02
4072,30.78,20,30.78
4073,15.99,20,15.99
4074,24.43,20,24.43
4075,12.42,20,12.42
4076,28.14,20,28.14
4077,29.56,20,29.56
4078,30.75,20,30.75
4079,28.11,20,28.11
4080,27.32,20,27.32
4081,32.95,20,32.95
4082,28.94,20,28.94
4083,24.8,20,24.8
4084,33.92,20,33.92
4085,33.51,20,33.51
4086,23.6,20,23.6
4087,35,20,35
4088,35.96,20,35.96
4089,34.94,20,34.94
4090,33.91,20,33.91
4091,35.87,20,35.87
4092,14.95,20,14.95
4093,35.42,20,35.42
4094,28.24,20,28.24
4095,36.05,20,36.05
4096,19.91,20,19.91
4097,18.67,20,18.67
4098,24.41,20,24.41
4099,37.23,20,37.23
4100,24.84,20,24.84
4101,16.34,20,16.34
4102,19.77,20,19.77
4103,35.96,20,35.96
4104,28.08,20,28.08
4105,20.94,20,20.94
4106,25.35,20,25.35
4107,24.67,20,24.67
4108,19.45,20,19.45
4109,18.88,20,18.88
4110,26.01,20,26.01
4111,24.52,20,24.52
4112,23.34,20,23.34
4113,19.46,20,19.46
4114,20.43,20,20.43
4115,18.63,20,18.63
4116,32.44,20,32.44
4117,24,20,24
4118,29.07,20,29.07
4119,19.19,20,19.19
4120,28.24,20,28.24
4121,23.32,20,23.32
4122,27.35,20,27.35
4123,19.12,20,19.12
4124,29.06,20,29.06
4125,19.31,20,19.31
4126,20.22,20,20.22
4127,20.62,20,20.62
4128,24.98,20,24.98
4129,15.91,20,15.91
4130,27.79,20,27.79
4131,4,20,4
4132,15.03,20,15.03
4133,14.59,20,14.59
4134,22.61,20,22.61
4135,12.89,20,12.89
4136,9.98,20,9.98
4137,13.56,20,13.56
4138,37.53,20,37.53
4139,15.31,20,15.31
4140,13.55,20,13.55
4141,9.5,20,9.5
4142,19.94,20,19.94
4143,26.1,20,26.1
4144,22.69,20,22.69
4145,29.06,20,29.06
4146,17.58,20,17.58
4147,33.79,20,33.79
4148,6.22,20,6.22
4149,13.89,20,13.89
4150,14.74,20,14.74
4151,12.47,20,12.47
4152,27.9,20,27.9
4153,20.93,20,20.93
4154,19.94,20,19.94
4155,47.84,20,47.84
4156,35.96,20,35.96
4157,20.18,20,20.18
4158,34.94,20,34.94
4159,35.9,20,35.9
4160,35.07,20,35.07
4161,23.88,20,23.88
4162,33.99,20,33.99
4163,38.45,20,38.45
4164,38.48,20,38.48
4165,23.69,20,23.69
4166,47.91,20,47.91
4167,31.21,20,31.21
4168,34.26,20,34.26
4169,38.36,20,38.36
4170,28,20,28
4171,36.52,20,36.52
4172,41.92,20,41.92
4173,43.98,20,43.98
4174,41.94,20,41.94
4175,39.01,20,39.01
4176,36.31,20,36.31
4177,40.79,20,40.79
4178,27.87,20,27.87
4179,39.82,20,39.82
4180,44.9,20,44.9
4181,30.36,20,30.36
4182,50.61,20,50.61
4183,45.23,20,45.23
4184,41.46,20,41.46
4185,49.68,20,49.68
4186,29.03,20,29.03
4187,28.54,20,28.54
4188,39.94,20,39.94
4189,54.11,20,54.11
4190,38.73,20,38.73
4191,28.01,20,28.01
4192,42.93,20,42.93
4193,47.85,20,47.85
4194,29.49,20,29.49
4195,41.99,20,41.99
4196,48,20,48
4197,38.86,20,38.86
4198,36.02,20,36.02
4199,36.12,20,36.12
4200,41.98,20,41.98
4201,38.86,20,38.86
4202,44.4,20,44.4
4203,43.67,20,43.67
4204,26.9,20,26.9
4205,30.98,20,30.98
4206,28.71,20,28.71
4207,41.68,20,41.68
4208,41.2,20,41.2
4209,38.91,20,38.91
4210,28.87,20,28.87
4211,35.06,20,35.06
4212,34.96,20,34.96
4213,45.98,20,45.98
4214,40.45,20,40.45
4215,38.41,20,38.41
4216,43.22,20,43.22
4217,39.47,20,39.47
4218,28.23,20,28.23
4219,26.81,20,26.81
4220,44.81,20,44.81
4221,45,20,45
4222,40.63,20,40.63
4223,41.23,20,41.23
4224,40.85,20,40.85
4225,44.83,20,44.83
4226,49.07,20,49.07
4227,42.63,20,42.63
4228,27.76,20,27.76
4229,48.59,20,48.59
4230,29.69,20,29.69
4231,31.98,20,31.98
4232,36.71,20,36.71
4233,40.94,20,40.94
4234,45.59,20,45.59
4235,41.9,20,41.9
4236,47.55,20,47.55
4237,41.96,20,41.96
4238,42.49,20,42.49
4239,41.2,20,41.2
4240,40.99,20,40.99
4241,28.85,20,28.85
4242,27.71,20,27.71
4243,45.33,20,45.33
4244,36.74,20,36.74
4245,44.69,20,44.69
4246,43.07,20,43.07
4247,29.11,20,29.11
4248,44.06,20,44.06
4249,38.9,20,38.9
4250,44.55,20,44.55
4251,29.08,20,29.08
4252,34.94,20,34.94
4253,32.48,20,32.48
4254,28.77,20,28.77
4255,36,20,36
4256,40.47,20,40.47
4257,43.79,20,43.79
4258,45.41,20,45.41
4259,38.98,20,38.98
4260,41.97,20,41.97
4261,40.96,20,40.96
4262,28.27,20,28.27
4263,29.67,20,29.67
4264,41.97,20,41.97
4265,34.24,20,34.24
4266,38.54,20,38.54
4267,43.04,20,43.04
4268,37.93,20,37.93
4269,41.96,20,41.96
4270,28.14,20,28.14
4271,35.39,20,35.39
4272,36.07,20,36.07
4273,27.07,20,27.07
4274,30.21,20,30.21
4275,33.33,20,33.33
4276,28.98,20,28.98
4277,31.75,20,31.75
4278,34.98,20,34.98
4279,27.15,20,27.15
4280,31.78,20,31.78
4281,32.93,20,32.93
4282,33.82,20,33.82
4283,29.99,20,29.99
4284,29.83,20,29.83
4285,32.22,20,32.22
4286,37.29,20,37.29
4287,28.78,20,28.78
4288,35.63,20,35.63
4289,31.43,20,31.43
4290,28.02,20,28.02
4291,28.41,20,28.41
4292,35.92,20,35.92
4293,27.99,20,27.99
4294,31.99,20,31.99
4295,30.07,20,30.07
4296,33.91,20,33.91
4297,33.98,20,33.98
4298,31.37,20,31.37
4299,31.29,20,31.29
4300,22.51,20,22.51
4301,26.1,20,26.1
4302,32.4,20,32.4
4303,27.7,20,27.7
4304,24.8,20,24.8
4305,33.99,20,33.99
4306,26.73,20,26.73
4307,24.58,20,24.58
4308,28.62,20,28.62
4309,30.55,20,30.55
4310,28.09,20,28.09
4311,22.95,20,22.95
4312,32.56,20,32.56
4313,20.1,20,20.1
4314,31.52,20,31.52
4315,21.79,20,21.79
4316,28.7,20,28.7
4317,26.87,20,26.87
4318,33.96,20,33.96
4319,22.72,20,22.72
4320,28.19,20,28.19
4321,34.08,20,34.08
4322,26.96,20,26.96
4323,25,20,25
4324,41.26,20,41.26
4325,24.4,20,24.4
4326,38.71,20,38.71
4327,26.78,20,26.78
4328,28.08,20,28.08
4329,34.6,20,34.6
4330,38.96,20,38.96
4331,36.09,20,36.09
4332,34.11,20,34.11
4333,41.93,20,41.93
4334,36.23,20,36.23
4335,36.28,20,36.28
4336,39.44,20,39.44
4337,40.37,20,40.37
4338,42.29,20,42.29
4339,24.01,20,24.01
4340,31.67,20,31.67
4341,40.97,20,40.97
4342,37,20,37
4343,40.48,20,40.48
4344,33.24,20,33.24
4345,35.69,20,35.69
4346,33.63,20,33.63
4347,35.18,20,35.18
4348,39.38,20,39.38
4349,34.19,20,34.19
4350,38.49,20,38.49
4351,26.9,20,26.9
4352,28.52,20,28.52
4353,25.97,20,25.97
4354,37.77,20,37.77
4355,40.63,20,40.63
4356,33.54,20,33.54
4357,33.58,20,33.58
4358,31.16,20,31.16
4359,33.59,20,33.59
4360,25.08,20,25.08
4361,40.1,20,40.1
4362,38.87,20,38.87
4363,39,20,39
4364,38.34,20,38.34
4365,24.85,20,24.85
4366,40.09,20,40.09
4367,41.92,20,41.92
4368,26.77,20,26.77
4369,36,20,36
4370,39.02,20,39.02
4371,27.97,20,27.97
4372,39.13,20,39.13
4373,39.61,20,39.61
4374,38.88,20,38.88
4375,38.41,20,38.41
4376,28.61,20,28.61
4377,27.46,20,27.46
4378,31.63,20,31.63
4379,25.15,20,25.15
4380,32.59,20,32.59
4381,25.81,20,25.81
4382,39.91,20,39.91
4383,38.59,20,38.59
4384,40.43,20,40.43
4385,36.9,20,36.9
4386,26.07,20,26.07
4387,39.91,20,39.91
4388,34.95,20,34.95
4389,36.96,20,36.96
4390,39.99,20,39.99
